node	label
1593	Sushi Bars
1594	American (New)
1595	American (New)
1596	Fast Food
1597	American (New)
1598	American (New)
1599	American (New)
1600	American (New)
1601	Sushi Bars
1602	Sushi Bars
1603	Sushi Bars
1604	American (New)
1605	Fast Food
1606	American (New)
1607	American (New)
1608	American (New)
1609	American (New)
1610	Sushi Bars
1611	Sushi Bars
1612	Sushi Bars
1613	Sushi Bars
1614	Sushi Bars
1615	Sushi Bars
1616	Sushi Bars
1617	American (New)
1618	Sushi Bars
1619	American (New)
1620	American (New)
1621	American (New)
1622	Fast Food
1623	Fast Food
1624	Fast Food
1625	American (New)
1626	American (New)
1627	American (New)
1628	American (New)
1629	Sushi Bars
1630	American (New)
1631	Sushi Bars
1632	American (New)
1633	American (New)
1634	Sushi Bars
1635	American (New)
1636	Sushi Bars
1637	American (New)
1638	Sushi Bars
1639	Fast Food
1640	Sushi Bars
1641	American (New)
1642	American (New)
1643	Fast Food
1644	American (New)
1645	American (New)
1646	American (New)
1647	American (New)
1648	American (New)
1649	Sushi Bars
1650	Fast Food
1651	Sushi Bars
1652	Fast Food
1653	Sushi Bars
1654	American (New)
1655	American (New)
1656	Fast Food
1657	Sushi Bars
1658	Fast Food
1659	Sushi Bars
1660	Fast Food
1661	American (New)
1662	American (New)
1663	American (New)
1664	Sushi Bars
1665	Sushi Bars
1666	American (New)
1667	Fast Food
1668	Fast Food
1669	Fast Food
1670	Sushi Bars
1671	Fast Food
1672	Sushi Bars
1673	Sushi Bars
1674	Sushi Bars
1675	American (New)
1676	Sushi Bars
1677	Fast Food
1678	Sushi Bars
1679	Sushi Bars
1680	Fast Food
1681	Sushi Bars
1682	American (New)
1683	American (New)
1684	Sushi Bars
1685	American (New)
1686	Sushi Bars
1687	American (New)
1688	Fast Food
1689	American (New)
1690	American (New)
1691	Sushi Bars
1692	Sushi Bars
1693	Sushi Bars
1694	American (New)
1695	American (New)
1696	Sushi Bars
1697	Fast Food
1698	American (New)
1699	Sushi Bars
1700	Sushi Bars
1701	Fast Food
1702	American (New)
1703	Sushi Bars
1704	American (New)
1705	Fast Food
1706	American (New)
1707	Sushi Bars
1708	American (New)
1709	American (New)
1710	American (New)
1711	American (New)
1712	American (New)
1713	American (New)
1714	Sushi Bars
1715	Fast Food
1716	Sushi Bars
1717	American (New)
1718	American (New)
1719	Sushi Bars
1720	American (New)
1721	American (New)
1722	Fast Food
1723	Fast Food
1724	Sushi Bars
1725	Fast Food
1726	Fast Food
1727	American (New)
1728	American (New)
1729	American (New)
1730	American (New)
1731	American (New)
1732	Sushi Bars
1733	American (New)
1734	Fast Food
1735	American (New)
1736	Fast Food
1737	Fast Food
1738	American (New)
1739	American (New)
1740	American (New)
1741	Sushi Bars
1742	American (New)
1743	Fast Food
1744	Fast Food
1745	American (New)
1746	Sushi Bars
1747	Sushi Bars
1748	American (New)
1749	Sushi Bars
1750	Sushi Bars
1751	American (New)
1752	Sushi Bars
1753	American (New)
1754	American (New)
1755	American (New)
1756	Sushi Bars
1757	Sushi Bars
1758	Sushi Bars
1759	Sushi Bars
1760	American (New)
1761	Sushi Bars
1762	Sushi Bars
1763	Sushi Bars
1764	American (New)
1765	Fast Food
1766	Fast Food
1767	Fast Food
1768	American (New)
1769	American (New)
1770	American (New)
1771	American (New)
1772	Fast Food
1773	Sushi Bars
1774	Fast Food
1775	Fast Food
1776	Sushi Bars
1777	Fast Food
1778	Fast Food
1779	American (New)
1780	Sushi Bars
1781	American (New)
1782	American (New)
1783	American (New)
1784	Fast Food
1785	Sushi Bars
1786	Fast Food
1787	Fast Food
1788	American (New)
1789	Sushi Bars
1790	Fast Food
1791	Sushi Bars
1792	Fast Food
1793	American (New)
1794	American (New)
1795	American (New)
1796	Sushi Bars
1797	Sushi Bars
1798	American (New)
1799	American (New)
1800	American (New)
1801	Fast Food
1802	Fast Food
1803	Sushi Bars
1804	Sushi Bars
1805	Fast Food
1806	Fast Food
1807	Sushi Bars
1808	American (New)
1809	Sushi Bars
1810	Sushi Bars
1811	Fast Food
1812	Fast Food
1813	Fast Food
1814	Fast Food
1815	American (New)
1816	Sushi Bars
1817	Sushi Bars
1818	Sushi Bars
1819	American (New)
1820	Sushi Bars
1821	Sushi Bars
1822	Fast Food
1823	Fast Food
1824	Fast Food
1825	Sushi Bars
1826	Sushi Bars
1827	Sushi Bars
1828	American (New)
1829	Fast Food
1830	American (New)
1831	Fast Food
1832	Sushi Bars
1833	Sushi Bars
1834	American (New)
1835	American (New)
1836	Sushi Bars
1837	Sushi Bars
1838	American (New)
1839	Fast Food
1840	Sushi Bars
1841	Sushi Bars
1842	American (New)
1843	American (New)
1844	Sushi Bars
1845	Fast Food
1846	American (New)
1847	American (New)
1848	Fast Food
1849	Sushi Bars
1850	American (New)
1851	Fast Food
1852	American (New)
1853	Fast Food
1854	Sushi Bars
1855	Sushi Bars
1856	Fast Food
1857	American (New)
1858	American (New)
1859	Fast Food
1860	Sushi Bars
1861	American (New)
1862	Fast Food
1863	Sushi Bars
1864	Sushi Bars
1865	Sushi Bars
1866	American (New)
1867	American (New)
1868	American (New)
1869	Sushi Bars
1870	American (New)
1871	Fast Food
1872	Sushi Bars
1873	American (New)
1874	Fast Food
1875	American (New)
1876	American (New)
1877	Sushi Bars
1878	Sushi Bars
1879	Fast Food
1880	Sushi Bars
1881	American (New)
1882	American (New)
1883	Fast Food
1884	American (New)
1885	Fast Food
1886	Sushi Bars
1887	American (New)
1888	Fast Food
1889	Fast Food
1890	Sushi Bars
1891	Sushi Bars
1892	American (New)
1893	Fast Food
1894	American (New)
1895	American (New)
1896	Sushi Bars
1897	Sushi Bars
1898	Fast Food
1899	American (New)
1900	American (New)
1901	American (New)
1902	American (New)
1903	American (New)
1904	Sushi Bars
1905	Sushi Bars
1906	Sushi Bars
1907	Fast Food
1908	Sushi Bars
1909	American (New)
1910	Sushi Bars
1911	Sushi Bars
1912	American (New)
1913	American (New)
1914	Sushi Bars
1915	Sushi Bars
1916	Fast Food
1917	Sushi Bars
1918	American (New)
1919	Sushi Bars
1920	Sushi Bars
1921	American (New)
1922	Sushi Bars
1923	American (New)
1924	American (New)
1925	Sushi Bars
1926	Sushi Bars
1927	American (New)
1928	American (New)
1929	Sushi Bars
1930	Sushi Bars
1931	American (New)
1932	Sushi Bars
1933	Sushi Bars
1934	Sushi Bars
1935	Sushi Bars
1936	Sushi Bars
1937	Sushi Bars
1938	American (New)
1939	Sushi Bars
1940	American (New)
1941	American (New)
1942	American (New)
1943	Sushi Bars
1944	Sushi Bars
1945	Fast Food
1946	American (New)
1947	Sushi Bars
1948	American (New)
1949	Sushi Bars
1950	Sushi Bars
1951	Sushi Bars
1952	Sushi Bars
1953	Fast Food
1954	American (New)
1955	Sushi Bars
1956	Sushi Bars
1957	Sushi Bars
1958	American (New)
1959	Fast Food
1960	American (New)
1961	American (New)
1962	American (New)
1963	Sushi Bars
1964	Sushi Bars
1965	Fast Food
1966	Fast Food
1967	American (New)
1968	Fast Food
1969	Fast Food
1970	American (New)
1971	American (New)
1972	Fast Food
1973	Fast Food
1974	American (New)
1975	American (New)
1976	Sushi Bars
1977	Sushi Bars
1978	Sushi Bars
1979	Fast Food
1980	Sushi Bars
1981	American (New)
1982	Sushi Bars
1983	American (New)
1984	Sushi Bars
1985	American (New)
1986	American (New)
1987	Fast Food
1988	Fast Food
1989	Fast Food
1990	American (New)
1991	Fast Food
1992	American (New)
1993	Fast Food
1994	Sushi Bars
1995	Sushi Bars
1996	Fast Food
1997	Sushi Bars
1998	American (New)
1999	American (New)
2000	Fast Food
2001	Sushi Bars
2002	Fast Food
2003	Fast Food
2004	American (New)
2005	American (New)
2006	American (New)
2007	Fast Food
2008	American (New)
2009	Sushi Bars
2010	Sushi Bars
2011	Sushi Bars
2012	Fast Food
2013	Fast Food
2014	Fast Food
2015	Fast Food
2016	American (New)
2017	Fast Food
2018	Sushi Bars
2019	Sushi Bars
2020	Sushi Bars
2021	American (New)
2022	Fast Food
2023	American (New)
2024	Fast Food
2025	Fast Food
2026	Fast Food
2027	American (New)
2028	American (New)
2029	Sushi Bars
2030	American (New)
2031	Sushi Bars
2032	American (New)
2033	Sushi Bars
2034	Fast Food
2035	American (New)
2036	Sushi Bars
2037	Fast Food
2038	Fast Food
2039	Fast Food
2040	American (New)
2041	American (New)
2042	Sushi Bars
2043	American (New)
2044	Sushi Bars
2045	Fast Food
2046	Fast Food
2047	Fast Food
2048	American (New)
2049	American (New)
2050	Fast Food
2051	Sushi Bars
2052	Fast Food
2053	Sushi Bars
2054	Fast Food
2055	American (New)
2056	American (New)
2057	Sushi Bars
2058	Sushi Bars
2059	Sushi Bars
2060	Fast Food
2061	Fast Food
2062	Fast Food
2063	Sushi Bars
2064	Sushi Bars
2065	American (New)
2066	American (New)
2067	Fast Food
2068	Sushi Bars
2069	Sushi Bars
2070	American (New)
2071	American (New)
2072	American (New)
2073	Sushi Bars
2074	Sushi Bars
2075	Sushi Bars
2076	American (New)
2077	American (New)
2078	Fast Food
2079	Fast Food
2080	Sushi Bars
2081	Sushi Bars
2082	American (New)
2083	Sushi Bars
2084	American (New)
2085	Sushi Bars
2086	American (New)
2087	Fast Food
2088	American (New)
2089	Sushi Bars
2090	American (New)
2091	Fast Food
2092	Sushi Bars
2093	American (New)
2094	Sushi Bars
2095	Sushi Bars
2096	Fast Food
2097	American (New)
2098	American (New)
2099	Sushi Bars
2100	Sushi Bars
2101	Sushi Bars
2102	Sushi Bars
2103	Sushi Bars
2104	American (New)
2105	American (New)
2106	Sushi Bars
2107	Fast Food
2108	American (New)
2109	Sushi Bars
2110	American (New)
2111	American (New)
2112	Fast Food
2113	Sushi Bars
2114	American (New)
2115	American (New)
2116	American (New)
2117	Fast Food
2118	American (New)
2119	American (New)
2120	American (New)
2121	American (New)
2122	American (New)
2123	Sushi Bars
2124	American (New)
2125	Fast Food
2126	Sushi Bars
2127	Sushi Bars
2128	American (New)
2129	Sushi Bars
2130	Fast Food
2131	Fast Food
2132	Sushi Bars
2133	Fast Food
2134	Sushi Bars
2135	American (New)
2136	Sushi Bars
2137	Sushi Bars
2138	American (New)
2139	Sushi Bars
2140	Fast Food
2141	Sushi Bars
2142	American (New)
2143	Sushi Bars
2144	Sushi Bars
2145	Sushi Bars
2146	Fast Food
2147	Fast Food
2148	American (New)
2149	Sushi Bars
2150	American (New)
2151	Sushi Bars
2152	Fast Food
2153	Sushi Bars
2154	Sushi Bars
2155	Sushi Bars
2156	American (New)
2157	Sushi Bars
2158	American (New)
2159	Fast Food
2160	Sushi Bars
2161	Fast Food
2162	Fast Food
2163	Sushi Bars
2164	American (New)
2165	Sushi Bars
2166	Fast Food
2167	American (New)
2168	Sushi Bars
2169	American (New)
2170	Fast Food
2171	Fast Food
2172	American (New)
2173	Fast Food
2174	Sushi Bars
2175	Sushi Bars
2176	Sushi Bars
2177	American (New)
2178	American (New)
2179	Sushi Bars
2180	Sushi Bars
2181	American (New)
2182	Sushi Bars
2183	Fast Food
2184	American (New)
2185	Fast Food
2186	Sushi Bars
2187	American (New)
2188	Sushi Bars
2189	Fast Food
2190	Fast Food
2191	Sushi Bars
2192	American (New)
2193	Fast Food
2194	Sushi Bars
2195	Sushi Bars
2196	Fast Food
2197	Sushi Bars
2198	Fast Food
2199	American (New)
2200	Fast Food
2201	Sushi Bars
2202	Fast Food
2203	Fast Food
2204	American (New)
2205	Sushi Bars
2206	American (New)
2207	American (New)
2208	Sushi Bars
2209	Sushi Bars
2210	American (New)
2211	American (New)
2212	American (New)
2213	American (New)
2214	American (New)
2215	American (New)
2216	American (New)
2217	Sushi Bars
2218	Sushi Bars
2219	Fast Food
2220	Sushi Bars
2221	Fast Food
2222	Sushi Bars
2223	Sushi Bars
2224	American (New)
2225	Fast Food
2226	American (New)
2227	American (New)
2228	Sushi Bars
2229	Sushi Bars
2230	American (New)
2231	American (New)
2232	Fast Food
2233	American (New)
2234	Fast Food
2235	American (New)
2236	Sushi Bars
2237	American (New)
2238	American (New)
2239	American (New)
2240	Sushi Bars
2241	Sushi Bars
2242	Fast Food
2243	American (New)
2244	Sushi Bars
2245	American (New)
2246	Fast Food
2247	Sushi Bars
2248	American (New)
2249	American (New)
2250	Fast Food
2251	American (New)
2252	American (New)
2253	Fast Food
2254	American (New)
2255	Fast Food
2256	American (New)
2257	Fast Food
2258	Sushi Bars
2259	Fast Food
2260	Sushi Bars
2261	Sushi Bars
2262	American (New)
2263	Sushi Bars
2264	American (New)
2265	Sushi Bars
2266	Fast Food
2267	Fast Food
2268	Sushi Bars
2269	Sushi Bars
2270	Sushi Bars
2271	American (New)
2272	American (New)
2273	Sushi Bars
2274	Sushi Bars
2275	American (New)
2276	Sushi Bars
2277	American (New)
2278	Fast Food
2279	Sushi Bars
2280	Sushi Bars
2281	American (New)
2282	Sushi Bars
2283	Fast Food
2284	Sushi Bars
2285	Sushi Bars
2286	Fast Food
2287	Sushi Bars
2288	American (New)
2289	American (New)
2290	Sushi Bars
2291	Sushi Bars
2292	Fast Food
2293	Sushi Bars
2294	American (New)
2295	American (New)
2296	Fast Food
2297	Sushi Bars
2298	Sushi Bars
2299	Fast Food
2300	American (New)
2301	American (New)
2302	American (New)
2303	Sushi Bars
2304	Sushi Bars
2305	Sushi Bars
2306	Sushi Bars
2307	Fast Food
2308	Fast Food
2309	Sushi Bars
2310	American (New)
2311	American (New)
2312	Fast Food
2313	Sushi Bars
2314	Sushi Bars
2315	Sushi Bars
2316	Sushi Bars
2317	Fast Food
2318	Sushi Bars
2319	American (New)
2320	Fast Food
2321	Fast Food
2322	Fast Food
2323	Fast Food
2324	Sushi Bars
2325	Sushi Bars
2326	American (New)
2327	American (New)
2328	Sushi Bars
2329	Fast Food
2330	American (New)
2331	American (New)
2332	Sushi Bars
2333	American (New)
2334	Fast Food
2335	Fast Food
2336	Sushi Bars
2337	American (New)
2338	American (New)
2339	American (New)
2340	Sushi Bars
2341	American (New)
2342	Sushi Bars
2343	American (New)
2344	Sushi Bars
2345	American (New)
2346	Sushi Bars
2347	Sushi Bars
2348	Fast Food
2349	Sushi Bars
2350	American (New)
2351	American (New)
2352	Fast Food
2353	Sushi Bars
2354	Fast Food
2355	Sushi Bars
2356	Fast Food
2357	Sushi Bars
2358	Sushi Bars
2359	Sushi Bars
2360	American (New)
2361	Fast Food
2362	Sushi Bars
2363	Fast Food
2364	Fast Food
2365	Sushi Bars
2366	American (New)
2367	Fast Food
2368	Sushi Bars
2369	Fast Food
2370	American (New)
2371	Sushi Bars
2372	American (New)
2373	Sushi Bars
2374	Fast Food
2375	Fast Food
2376	Sushi Bars
2377	Fast Food
2378	American (New)
2379	Sushi Bars
2380	Sushi Bars
2381	Sushi Bars
2382	Sushi Bars
2383	American (New)
2384	American (New)
2385	American (New)
2386	Fast Food
2387	American (New)
2388	American (New)
2389	Fast Food
2390	American (New)
2391	Sushi Bars
2392	American (New)
2393	Sushi Bars
2394	Fast Food
2395	American (New)
2396	Sushi Bars
2397	Sushi Bars
2398	American (New)
2399	Sushi Bars
2400	Fast Food
2401	Sushi Bars
2402	Fast Food
2403	Fast Food
2404	Fast Food
2405	Fast Food
2406	Fast Food
2407	American (New)
2408	Fast Food
2409	American (New)
2410	Fast Food
2411	American (New)
2412	American (New)
2413	American (New)
2414	Sushi Bars
2415	American (New)
2416	American (New)
2417	American (New)
2418	Fast Food
2419	American (New)
2420	Sushi Bars
2421	American (New)
2422	American (New)
2423	American (New)
2424	American (New)
2425	Sushi Bars
2426	American (New)
2427	Fast Food
2428	Fast Food
2429	Sushi Bars
2430	American (New)
2431	Fast Food
2432	Fast Food
2433	Fast Food
2434	Fast Food
2435	American (New)
2436	Sushi Bars
2437	Sushi Bars
2438	American (New)
2439	Fast Food
2440	Sushi Bars
2441	Sushi Bars
2442	American (New)
2443	Sushi Bars
2444	American (New)
2445	Sushi Bars
2446	Fast Food
2447	American (New)
2448	American (New)
2449	American (New)
2450	Sushi Bars
2451	Fast Food
2452	American (New)
2453	Sushi Bars
2454	American (New)
2455	American (New)
2456	Sushi Bars
2457	Sushi Bars
2458	American (New)
2459	Sushi Bars
2460	Sushi Bars
2461	Fast Food
2462	American (New)
2463	American (New)
2464	American (New)
2465	Fast Food
2466	Sushi Bars
2467	Sushi Bars
2468	American (New)
2469	Fast Food
2470	Fast Food
2471	American (New)
2472	Fast Food
2473	Sushi Bars
2474	American (New)
2475	Sushi Bars
2476	Fast Food
2477	American (New)
2478	American (New)
2479	Sushi Bars
2480	Sushi Bars
2481	American (New)
2482	American (New)
2483	Fast Food
2484	Fast Food
2485	Fast Food
2486	Sushi Bars
2487	Fast Food
2488	American (New)
2489	American (New)
2490	Fast Food
2491	Sushi Bars
2492	Sushi Bars
2493	Fast Food
2494	American (New)
2495	American (New)
2496	Fast Food
2497	Fast Food
2498	Sushi Bars
2499	American (New)
2500	Fast Food
2501	Sushi Bars
2502	Sushi Bars
2503	American (New)
2504	Sushi Bars
2505	Sushi Bars
2506	American (New)
2507	Fast Food
2508	Fast Food
2509	Fast Food
2510	Sushi Bars
2511	American (New)
2512	American (New)
2513	Fast Food
2514	Sushi Bars
2515	Fast Food
2516	Sushi Bars
2517	Sushi Bars
2518	Sushi Bars
2519	Sushi Bars
2520	Sushi Bars
2521	Sushi Bars
2522	Sushi Bars
2523	American (New)
2524	Fast Food
2525	American (New)
2526	American (New)
2527	Fast Food
2528	American (New)
2529	American (New)
2530	Sushi Bars
2531	Fast Food
2532	Sushi Bars
2533	Sushi Bars
2534	Sushi Bars
2535	Fast Food
2536	American (New)
2537	American (New)
2538	Sushi Bars
2539	Sushi Bars
2540	American (New)
2541	Fast Food
2542	American (New)
2543	Sushi Bars
2544	Sushi Bars
2545	Sushi Bars
2546	Sushi Bars
2547	Fast Food
2548	Fast Food
2549	Sushi Bars
2550	Sushi Bars
2551	Sushi Bars
2552	Fast Food
2553	Sushi Bars
2554	Sushi Bars
2555	American (New)
2556	Fast Food
2557	Sushi Bars
2558	Sushi Bars
2559	Fast Food
2560	American (New)
2561	American (New)
2562	American (New)
2563	American (New)
2564	American (New)
2565	Fast Food
2566	Fast Food
2567	Sushi Bars
2568	Fast Food
2569	Sushi Bars
2570	American (New)
2571	American (New)
2572	American (New)
2573	American (New)
2574	American (New)
2575	Sushi Bars
2576	American (New)
2577	American (New)
2578	American (New)
2579	American (New)
2580	Sushi Bars
2581	Sushi Bars
2582	Sushi Bars
2583	American (New)
2584	Fast Food
2585	American (New)
2586	Sushi Bars
2587	Fast Food
2588	American (New)
2589	Sushi Bars
2590	American (New)
2591	Sushi Bars
2592	American (New)
2593	American (New)
2594	American (New)
2595	Sushi Bars
2596	Sushi Bars
2597	Sushi Bars
2598	Fast Food
2599	Fast Food
2600	Sushi Bars
2601	Sushi Bars
2602	Sushi Bars
2603	American (New)
2604	Sushi Bars
2605	American (New)
2606	American (New)
2607	Fast Food
2608	Sushi Bars
2609	Sushi Bars
2610	Sushi Bars
2611	American (New)
2612	Sushi Bars
2613	American (New)
2614	American (New)
2615	Sushi Bars
2616	American (New)
2617	Sushi Bars
2618	American (New)
2619	American (New)
2620	Fast Food
2621	Sushi Bars
2622	Sushi Bars
2623	Sushi Bars
2624	Sushi Bars
2625	Fast Food
2626	Fast Food
2627	Sushi Bars
2628	American (New)
2629	American (New)
2630	Fast Food
2631	Sushi Bars
2632	Sushi Bars
2633	American (New)
2634	Sushi Bars
2635	Sushi Bars
2636	Fast Food
2637	American (New)
2638	American (New)
2639	Sushi Bars
2640	American (New)
2641	Fast Food
2642	Fast Food
2643	American (New)
2644	Sushi Bars
2645	American (New)
2646	American (New)
2647	Sushi Bars
2648	Sushi Bars
2649	American (New)
2650	Sushi Bars
2651	Fast Food
2652	Fast Food
2653	Sushi Bars
2654	American (New)
2655	American (New)
2656	Fast Food
2657	Sushi Bars
2658	American (New)
2659	American (New)
2660	Sushi Bars
2661	American (New)
2662	American (New)
2663	Sushi Bars
2664	Fast Food
2665	American (New)
2666	American (New)
2667	Sushi Bars
2668	Fast Food
2669	Fast Food
2670	Sushi Bars
2671	Sushi Bars
2672	Fast Food
2673	Sushi Bars
2674	American (New)
2675	American (New)
2676	Sushi Bars
2677	Fast Food
2678	American (New)
2679	American (New)
2680	Sushi Bars
2681	Fast Food
2682	Sushi Bars
2683	Fast Food
2684	American (New)
2685	Fast Food
2686	American (New)
2687	Fast Food
2688	American (New)
2689	American (New)
2690	American (New)
2691	Fast Food
2692	Sushi Bars
